1: constrained_branching='1', dom_opt='1', f_clique_lb='3', f_clique_lb_c='3', f_deg2='1', f_deg2_heur='1', f_deg3='2', f_dom='2', f_lp='3', f_lp_lb='3', f_lp_lb_c='3', lb_opt='1', lb_opt_c='1', limit_kern_branch='500', limit_kern_start='500'
1496: constrained_branching='0', dom_opt='1', f_clique_lb='41', f_clique_lb_c='7', f_deg2='40', f_deg2_heur='86', f_deg3='92', f_dom='24', f_lp='96', f_lp_lb='13', f_lp_lb_c='5', lb_opt='1', lb_opt_c='0', limit_kern_branch='12', limit_kern_start='223'
1497: constrained_branching='0', dom_opt='1', f_clique_lb='30', f_clique_lb_c='13', f_deg2='56', f_deg2_heur='31', f_deg3='4', f_dom='48', f_lp='44', f_lp_lb='4', f_lp_lb_c='13', lb_opt='0', lb_opt_c='1', limit_kern_branch='74', limit_kern_start='84'
1498: constrained_branching='0', dom_opt='1', f_clique_lb='88', f_clique_lb_c='20', f_deg2='11', f_deg2_heur='74', f_deg3='78', f_dom='48', f_lp='10', f_lp_lb='72', f_lp_lb_c='1', lb_opt='0', lb_opt_c='0', limit_kern_branch='35', limit_kern_start='48'
1499: constrained_branching='0', dom_opt='1', f_clique_lb='23', f_clique_lb_c='18', f_deg2='11', f_deg2_heur='93', f_deg3='37', f_dom='30', f_lp='19', f_lp_lb='11', f_lp_lb_c='16', lb_opt='0', lb_opt_c='1', limit_kern_branch='62', limit_kern_start='132'
1500: constrained_branching='1', dom_opt='1', f_clique_lb='16', f_clique_lb_c='2', f_deg2='69', f_deg2_heur='41', f_deg3='50', f_dom='35', f_lp='65', f_lp_lb='80', f_lp_lb_c='13', lb_opt='0', lb_opt_c='1', limit_kern_branch='196', limit_kern_start='457'
1501: constrained_branching='0', dom_opt='0', f_clique_lb='51', f_clique_lb_c='11', f_deg2='33', f_deg2_heur='21', f_deg3='81', f_dom='39', f_lp='31', f_lp_lb='54', f_lp_lb_c='16', lb_opt='0', lb_opt_c='0', limit_kern_branch='28', limit_kern_start='299'
1502: constrained_branching='1', dom_opt='0', f_clique_lb='29', f_clique_lb_c='4', f_deg2='65', f_deg2_heur='13', f_deg3='53', f_dom='51', f_lp='30', f_lp_lb='16', f_lp_lb_c='11', lb_opt='0', lb_opt_c='1', limit_kern_branch='98', limit_kern_start='389'
1503: constrained_branching='1', dom_opt='1', f_clique_lb='26', f_clique_lb_c='13', f_deg2='75', f_deg2_heur='73', f_deg3='25', f_dom='15', f_lp='81', f_lp_lb='34', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='87', limit_kern_start='139'
1504: constrained_branching='1', dom_opt='1', f_clique_lb='91', f_clique_lb_c='19', f_deg2='90', f_deg2_heur='44', f_deg3='17', f_dom='72', f_lp='59', f_lp_lb='63', f_lp_lb_c='16', lb_opt='0', lb_opt_c='0', limit_kern_branch='25', limit_kern_start='136'
1505: constrained_branching='1', dom_opt='1', f_clique_lb='9', f_clique_lb_c='10', f_deg2='52', f_deg2_heur='32', f_deg3='93', f_dom='98', f_lp='95', f_lp_lb='36', f_lp_lb_c='3', lb_opt='0', lb_opt_c='0', limit_kern_branch='196', limit_kern_start='73'
1506: constrained_branching='0', dom_opt='0', f_clique_lb='30', f_clique_lb_c='20', f_deg2='4', f_deg2_heur='65', f_deg3='9', f_dom='94', f_lp='49', f_lp_lb='3', f_lp_lb_c='16', lb_opt='0', lb_opt_c='1', limit_kern_branch='334', limit_kern_start='277'
1507: constrained_branching='0', dom_opt='0', f_clique_lb='26', f_clique_lb_c='13', f_deg2='75', f_deg2_heur='73', f_deg3='49', f_dom='15', f_lp='81', f_lp_lb='34', f_lp_lb_c='6', lb_opt='0', lb_opt_c='1', limit_kern_branch='87', limit_kern_start='139'
1508: constrained_branching='0', dom_opt='0', f_clique_lb='57', f_clique_lb_c='9', f_deg2='18', f_deg2_heur='74', f_deg3='69', f_dom='97', f_lp='67', f_lp_lb='20', f_lp_lb_c='18', lb_opt='1', lb_opt_c='0', limit_kern_branch='434', limit_kern_start='143'
1509: constrained_branching='1', dom_opt='0', f_clique_lb='5', f_clique_lb_c='9', f_deg2='83', f_deg2_heur='33', f_deg3='84', f_dom='76', f_lp='16', f_lp_lb='96', f_lp_lb_c='4', lb_opt='0', lb_opt_c='1', limit_kern_branch='402', limit_kern_start='15'
1510: constrained_branching='1', dom_opt='0', f_clique_lb='72', f_clique_lb_c='17', f_deg2='35', f_deg2_heur='61', f_deg3='48', f_dom='83', f_lp='87', f_lp_lb='48', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='87', limit_kern_start='494'
1511: constrained_branching='1', dom_opt='0', f_clique_lb='93', f_clique_lb_c='9', f_deg2='50', f_deg2_heur='77', f_deg3='55', f_dom='4', f_lp='15', f_lp_lb='85', f_lp_lb_c='3', lb_opt='1', lb_opt_c='0', limit_kern_branch='329', limit_kern_start='372'
1512: constrained_branching='0', dom_opt='1', f_clique_lb='7', f_clique_lb_c='18', f_deg2='62', f_deg2_heur='83', f_deg3='14', f_dom='28', f_lp='80', f_lp_lb='77', f_lp_lb_c='2', lb_opt='1', lb_opt_c='1', limit_kern_branch='38', limit_kern_start='258'
1513: constrained_branching='1', dom_opt='0', f_clique_lb='64', f_clique_lb_c='11', f_deg2='63', f_deg2_heur='69', f_deg3='5', f_dom='36', f_lp='36', f_lp_lb='56', f_lp_lb_c='4', lb_opt='0', lb_opt_c='1', limit_kern_branch='123', limit_kern_start='81'
1514: constrained_branching='0', dom_opt='1', f_clique_lb='19', f_clique_lb_c='7', f_deg2='29', f_deg2_heur='10', f_deg3='66', f_dom='12', f_lp='22', f_lp_lb='69', f_lp_lb_c='19', lb_opt='1', lb_opt_c='1', limit_kern_branch='210', limit_kern_start='358'
1515: constrained_branching='0', dom_opt='0', f_clique_lb='8', f_clique_lb_c='17', f_deg2='100', f_deg2_heur='41', f_deg3='52', f_dom='45', f_lp='22', f_lp_lb='97', f_lp_lb_c='4', lb_opt='0', lb_opt_c='1', limit_kern_branch='131', limit_kern_start='86'
1516: constrained_branching='0', dom_opt='1', f_clique_lb='40', f_clique_lb_c='18', f_deg2='32', f_deg2_heur='10', f_deg3='29', f_dom='61', f_lp='49', f_lp_lb='88', f_lp_lb_c='12', lb_opt='1', lb_opt_c='0', limit_kern_branch='135', limit_kern_start='114'
1517: constrained_branching='1', dom_opt='0', f_clique_lb='18', f_clique_lb_c='4', f_deg2='78', f_deg2_heur='15', f_deg3='82', f_dom='36', f_lp='10', f_lp_lb='32', f_lp_lb_c='13', lb_opt='1', lb_opt_c='1', limit_kern_branch='259', limit_kern_start='193'
1518: constrained_branching='1', dom_opt='0', f_clique_lb='75', f_clique_lb_c='17', f_deg2='26', f_deg2_heur='6', f_deg3='78', f_dom='47', f_lp='41', f_lp_lb='91', f_lp_lb_c='18', lb_opt='1', lb_opt_c='1', limit_kern_branch='187', limit_kern_start='122'
1519: constrained_branching='1', dom_opt='1', f_clique_lb='90', f_clique_lb_c='18', f_deg2='19', f_deg2_heur='69', f_deg3='62', f_dom='37', f_lp='97', f_lp_lb='93', f_lp_lb_c='8', lb_opt='0', lb_opt_c='0', limit_kern_branch='65', limit_kern_start='381'
1520: constrained_branching='1', dom_opt='1', f_clique_lb='26', f_clique_lb_c='13', f_deg2='75', f_deg2_heur='73', f_deg3='32', f_dom='15', f_lp='81', f_lp_lb='34', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='87', limit_kern_start='139'
1521: constrained_branching='1', dom_opt='0', f_clique_lb='5', f_clique_lb_c='4', f_deg2='33', f_deg2_heur='6', f_deg3='13', f_dom='87', f_lp='93', f_lp_lb='99', f_lp_lb_c='19', lb_opt='1', lb_opt_c='0', limit_kern_branch='325', limit_kern_start='160'
1522: constrained_branching='1', dom_opt='1', f_clique_lb='26', f_clique_lb_c='13', f_deg2='75', f_deg2_heur='73', f_deg3='25', f_dom='15', f_lp='72', f_lp_lb='34', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='87', limit_kern_start='139'
1523: constrained_branching='1', dom_opt='0', f_clique_lb='42', f_clique_lb_c='6', f_deg2='32', f_deg2_heur='75', f_deg3='19', f_dom='38', f_lp='87', f_lp_lb='32', f_lp_lb_c='7', lb_opt='0', lb_opt_c='0', limit_kern_branch='19', limit_kern_start='286'
1524: constrained_branching='0', dom_opt='0', f_clique_lb='57', f_clique_lb_c='9', f_deg2='65', f_deg2_heur='67', f_deg3='30', f_dom='21', f_lp='86', f_lp_lb='73', f_lp_lb_c='13', lb_opt='1', lb_opt_c='0', limit_kern_branch='232', limit_kern_start='384'
1525: constrained_branching='1', dom_opt='1', f_clique_lb='69', f_clique_lb_c='6', f_deg2='75', f_deg2_heur='29', f_deg3='86', f_dom='63', f_lp='21', f_lp_lb='48', f_lp_lb_c='6', lb_opt='0', lb_opt_c='1', limit_kern_branch='35', limit_kern_start='455'
1526: constrained_branching='0', dom_opt='0', f_clique_lb='57', f_clique_lb_c='10', f_deg2='65', f_deg2_heur='67', f_deg3='30', f_dom='21', f_lp='86', f_lp_lb='73', f_lp_lb_c='13', lb_opt='1', lb_opt_c='0', limit_kern_branch='295', limit_kern_start='486'
1527: constrained_branching='1', dom_opt='0', f_clique_lb='86', f_clique_lb_c='10', f_deg2='20', f_deg2_heur='34', f_deg3='91', f_dom='6', f_lp='78', f_lp_lb='82', f_lp_lb_c='18', lb_opt='0', lb_opt_c='0', limit_kern_branch='261', limit_kern_start='335'
1528: constrained_branching='1', dom_opt='0', f_clique_lb='57', f_clique_lb_c='9', f_deg2='65', f_deg2_heur='71', f_deg3='27', f_dom='8', f_lp='86', f_lp_lb='73', f_lp_lb_c='13', lb_opt='1', lb_opt_c='0', limit_kern_branch='232', limit_kern_start='384'
1529: constrained_branching='0', dom_opt='0', f_clique_lb='91', f_clique_lb_c='16', f_deg2='77', f_deg2_heur='38', f_deg3='46', f_dom='53', f_lp='36', f_lp_lb='92', f_lp_lb_c='18', lb_opt='1', lb_opt_c='0', limit_kern_branch='79', limit_kern_start='305'
1530: constrained_branching='1', dom_opt='0', f_clique_lb='84', f_clique_lb_c='17', f_deg2='30', f_deg2_heur='89', f_deg3='51', f_dom='83', f_lp='61', f_lp_lb='58', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='494'
1531: constrained_branching='1', dom_opt='0', f_clique_lb='55', f_clique_lb_c='15', f_deg2='5', f_deg2_heur='63', f_deg3='45', f_dom='33', f_lp='70', f_lp_lb='7', f_lp_lb_c='11', lb_opt='0', lb_opt_c='1', limit_kern_branch='409', limit_kern_start='152'
1532: constrained_branching='1', dom_opt='1', f_clique_lb='24', f_clique_lb_c='13', f_deg2='56', f_deg2_heur='31', f_deg3='4', f_dom='48', f_lp='44', f_lp_lb='12', f_lp_lb_c='9', lb_opt='0', lb_opt_c='1', limit_kern_branch='96', limit_kern_start='75'
1533: constrained_branching='0', dom_opt='0', f_clique_lb='2', f_clique_lb_c='1', f_deg2='81', f_deg2_heur='38', f_deg3='32', f_dom='4', f_lp='60', f_lp_lb='26', f_lp_lb_c='9', lb_opt='1', lb_opt_c='0', limit_kern_branch='280', limit_kern_start='300'
1534: constrained_branching='0', dom_opt='1', f_clique_lb='25', f_clique_lb_c='13', f_deg2='56', f_deg2_heur='55', f_deg3='4', f_dom='48', f_lp='44', f_lp_lb='12', f_lp_lb_c='13', lb_opt='0', lb_opt_c='1', limit_kern_branch='85', limit_kern_start='67'
1535: constrained_branching='1', dom_opt='1', f_clique_lb='26', f_clique_lb_c='13', f_deg2='75', f_deg2_heur='73', f_deg3='25', f_dom='15', f_lp='81', f_lp_lb='34', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='87', limit_kern_start='225'
1536: constrained_branching='0', dom_opt='0', f_clique_lb='92', f_clique_lb_c='1', f_deg2='54', f_deg2_heur='78', f_deg3='12', f_dom='80', f_lp='22', f_lp_lb='78', f_lp_lb_c='7', lb_opt='1', lb_opt_c='1', limit_kern_branch='252', limit_kern_start='254'
1537: constrained_branching='0', dom_opt='1', f_clique_lb='26', f_clique_lb_c='13', f_deg2='75', f_deg2_heur='73', f_deg3='36', f_dom='3', f_lp='81', f_lp_lb='34', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='87', limit_kern_start='139'
1538: constrained_branching='0', dom_opt='0', f_clique_lb='87', f_clique_lb_c='11', f_deg2='100', f_deg2_heur='40', f_deg3='96', f_dom='40', f_lp='9', f_lp_lb='91', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='51', limit_kern_start='313'
1539: constrained_branching='0', dom_opt='0', f_clique_lb='57', f_clique_lb_c='9', f_deg2='65', f_deg2_heur='74', f_deg3='24', f_dom='21', f_lp='86', f_lp_lb='73', f_lp_lb_c='13', lb_opt='1', lb_opt_c='0', limit_kern_branch='232', limit_kern_start='416'
1540: constrained_branching='1', dom_opt='1', f_clique_lb='17', f_clique_lb_c='13', f_deg2='67', f_deg2_heur='66', f_deg3='28', f_dom='57', f_lp='17', f_lp_lb='68', f_lp_lb_c='9', lb_opt='1', lb_opt_c='0', limit_kern_branch='210', limit_kern_start='37'
1541: constrained_branching='1', dom_opt='1', f_clique_lb='30', f_clique_lb_c='13', f_deg2='56', f_deg2_heur='31', f_deg3='4', f_dom='48', f_lp='52', f_lp_lb='12', f_lp_lb_c='13', lb_opt='0', lb_opt_c='1', limit_kern_branch='74', limit_kern_start='84'
1542: constrained_branching='1', dom_opt='1', f_clique_lb='34', f_clique_lb_c='12', f_deg2='89', f_deg2_heur='15', f_deg3='49', f_dom='100', f_lp='26', f_lp_lb='77', f_lp_lb_c='15', lb_opt='0', lb_opt_c='0', limit_kern_branch='373', limit_kern_start='134'
1543: constrained_branching='1', dom_opt='0', f_clique_lb='40', f_clique_lb_c='17', f_deg2='83', f_deg2_heur='93', f_deg3='68', f_dom='4', f_lp='83', f_lp_lb='45', f_lp_lb_c='14', lb_opt='0', lb_opt_c='1', limit_kern_branch='478', limit_kern_start='439'
1544: constrained_branching='1', dom_opt='0', f_clique_lb='85', f_clique_lb_c='4', f_deg2='78', f_deg2_heur='16', f_deg3='64', f_dom='67', f_lp='100', f_lp_lb='96', f_lp_lb_c='2', lb_opt='1', lb_opt_c='0', limit_kern_branch='308', limit_kern_start='190'
1545: constrained_branching='1', dom_opt='0', f_clique_lb='75', f_clique_lb_c='17', f_deg2='26', f_deg2_heur='6', f_deg3='78', f_dom='47', f_lp='41', f_lp_lb='76', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='187', limit_kern_start='190'
1546: constrained_branching='0', dom_opt='0', f_clique_lb='86', f_clique_lb_c='16', f_deg2='5', f_deg2_heur='17', f_deg3='76', f_dom='12', f_lp='2', f_lp_lb='29', f_lp_lb_c='4', lb_opt='0', lb_opt_c='0', limit_kern_branch='437', limit_kern_start='344'
1547: constrained_branching='1', dom_opt='0', f_clique_lb='75', f_clique_lb_c='17', f_deg2='26', f_deg2_heur='6', f_deg3='78', f_dom='47', f_lp='41', f_lp_lb='76', f_lp_lb_c='16', lb_opt='1', lb_opt_c='1', limit_kern_branch='187', limit_kern_start='190'
1548: constrained_branching='0', dom_opt='0', f_clique_lb='85', f_clique_lb_c='20', f_deg2='42', f_deg2_heur='10', f_deg3='59', f_dom='58', f_lp='66', f_lp_lb='19', f_lp_lb_c='14', lb_opt='0', lb_opt_c='0', limit_kern_branch='117', limit_kern_start='113'
1549: constrained_branching='0', dom_opt='1', f_clique_lb='58', f_clique_lb_c='17', f_deg2='46', f_deg2_heur='51', f_deg3='33', f_dom='30', f_lp='73', f_lp_lb='67', f_lp_lb_c='18', lb_opt='0', lb_opt_c='1', limit_kern_branch='15', limit_kern_start='231'
1550: constrained_branching='0', dom_opt='1', f_clique_lb='51', f_clique_lb_c='4', f_deg2='86', f_deg2_heur='49', f_deg3='31', f_dom='88', f_lp='9', f_lp_lb='87', f_lp_lb_c='3', lb_opt='1', lb_opt_c='1', limit_kern_branch='277', limit_kern_start='26'
1551: constrained_branching='1', dom_opt='1', f_clique_lb='26', f_clique_lb_c='17', f_deg2='53', f_deg2_heur='73', f_deg3='25', f_dom='15', f_lp='81', f_lp_lb='34', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='87', limit_kern_start='139'
1552: constrained_branching='0', dom_opt='1', f_clique_lb='42', f_clique_lb_c='11', f_deg2='91', f_deg2_heur='30', f_deg3='4', f_dom='82', f_lp='3', f_lp_lb='52', f_lp_lb_c='9', lb_opt='1', lb_opt_c='1', limit_kern_branch='480', limit_kern_start='11'
1553: constrained_branching='1', dom_opt='0', f_clique_lb='72', f_clique_lb_c='14', f_deg2='3', f_deg2_heur='89', f_deg3='51', f_dom='83', f_lp='87', f_lp_lb='58', f_lp_lb_c='17', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='468'
1554: constrained_branching='0', dom_opt='1', f_clique_lb='61', f_clique_lb_c='15', f_deg2='37', f_deg2_heur='76', f_deg3='24', f_dom='28', f_lp='64', f_lp_lb='19', f_lp_lb_c='12', lb_opt='1', lb_opt_c='0', limit_kern_branch='388', limit_kern_start='492'
1555: constrained_branching='1', dom_opt='1', f_clique_lb='26', f_clique_lb_c='13', f_deg2='75', f_deg2_heur='73', f_deg3='25', f_dom='15', f_lp='80', f_lp_lb='34', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='87', limit_kern_start='139'
1556: constrained_branching='1', dom_opt='1', f_clique_lb='27', f_clique_lb_c='8', f_deg2='89', f_deg2_heur='98', f_deg3='45', f_dom='8', f_lp='84', f_lp_lb='21', f_lp_lb_c='4', lb_opt='1', lb_opt_c='0', limit_kern_branch='255', limit_kern_start='494'
1557: constrained_branching='0', dom_opt='0', f_clique_lb='18', f_clique_lb_c='11', f_deg2='21', f_deg2_heur='55', f_deg3='11', f_dom='9', f_lp='29', f_lp_lb='76', f_lp_lb_c='4', lb_opt='0', lb_opt_c='1', limit_kern_branch='205', limit_kern_start='279'
1558: constrained_branching='1', dom_opt='0', f_clique_lb='75', f_clique_lb_c='17', f_deg2='26', f_deg2_heur='6', f_deg3='78', f_dom='47', f_lp='41', f_lp_lb='76', f_lp_lb_c='16', lb_opt='0', lb_opt_c='1', limit_kern_branch='187', limit_kern_start='152'
1559: constrained_branching='0', dom_opt='1', f_clique_lb='28', f_clique_lb_c='17', f_deg2='61', f_deg2_heur='77', f_deg3='79', f_dom='97', f_lp='87', f_lp_lb='20', f_lp_lb_c='9', lb_opt='1', lb_opt_c='1', limit_kern_branch='196', limit_kern_start='218'
1560: constrained_branching='1', dom_opt='1', f_clique_lb='7', f_clique_lb_c='18', f_deg2='63', f_deg2_heur='59', f_deg3='63', f_dom='44', f_lp='49', f_lp_lb='16', f_lp_lb_c='2', lb_opt='1', lb_opt_c='1', limit_kern_branch='486', limit_kern_start='419'
1561: constrained_branching='0', dom_opt='0', f_clique_lb='97', f_clique_lb_c='4', f_deg2='88', f_deg2_heur='13', f_deg3='97', f_dom='33', f_lp='37', f_lp_lb='40', f_lp_lb_c='18', lb_opt='1', lb_opt_c='1', limit_kern_branch='63', limit_kern_start='273'
1562: constrained_branching='1', dom_opt='0', f_clique_lb='86', f_clique_lb_c='17', f_deg2='25', f_deg2_heur='89', f_deg3='51', f_dom='83', f_lp='61', f_lp_lb='48', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='166', limit_kern_start='494'
1563: constrained_branching='1', dom_opt='0', f_clique_lb='46', f_clique_lb_c='17', f_deg2='35', f_deg2_heur='89', f_deg3='51', f_dom='83', f_lp='74', f_lp_lb='46', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='494'
1564: constrained_branching='1', dom_opt='1', f_clique_lb='94', f_clique_lb_c='6', f_deg2='18', f_deg2_heur='11', f_deg3='52', f_dom='5', f_lp='16', f_lp_lb='20', f_lp_lb_c='14', lb_opt='0', lb_opt_c='0', limit_kern_branch='35', limit_kern_start='294'
1565: constrained_branching='0', dom_opt='1', f_clique_lb='35', f_clique_lb_c='18', f_deg2='8', f_deg2_heur='8', f_deg3='3', f_dom='81', f_lp='30', f_lp_lb='8', f_lp_lb_c='3', lb_opt='1', lb_opt_c='1', limit_kern_branch='321', limit_kern_start='44'
1566: constrained_branching='0', dom_opt='0', f_clique_lb='66', f_clique_lb_c='16', f_deg2='49', f_deg2_heur='85', f_deg3='81', f_dom='75', f_lp='52', f_lp_lb='85', f_lp_lb_c='7', lb_opt='1', lb_opt_c='1', limit_kern_branch='242', limit_kern_start='301'
1567: constrained_branching='1', dom_opt='1', f_clique_lb='26', f_clique_lb_c='13', f_deg2='75', f_deg2_heur='73', f_deg3='36', f_dom='15', f_lp='81', f_lp_lb='34', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='141', limit_kern_start='139'
1568: constrained_branching='0', dom_opt='0', f_clique_lb='6', f_clique_lb_c='2', f_deg2='60', f_deg2_heur='61', f_deg3='22', f_dom='59', f_lp='14', f_lp_lb='39', f_lp_lb_c='19', lb_opt='0', lb_opt_c='1', limit_kern_branch='425', limit_kern_start='313'
1569: constrained_branching='0', dom_opt='0', f_clique_lb='57', f_clique_lb_c='7', f_deg2='65', f_deg2_heur='67', f_deg3='30', f_dom='21', f_lp='86', f_lp_lb='82', f_lp_lb_c='13', lb_opt='1', lb_opt_c='0', limit_kern_branch='232', limit_kern_start='486'
1570: constrained_branching='1', dom_opt='1', f_clique_lb='67', f_clique_lb_c='15', f_deg2='90', f_deg2_heur='24', f_deg3='68', f_dom='49', f_lp='88', f_lp_lb='32', f_lp_lb_c='11', lb_opt='1', lb_opt_c='0', limit_kern_branch='46', limit_kern_start='190'
1571: constrained_branching='0', dom_opt='1', f_clique_lb='26', f_clique_lb_c='13', f_deg2='75', f_deg2_heur='73', f_deg3='36', f_dom='3', f_lp='81', f_lp_lb='28', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='87', limit_kern_start='139'
1572: constrained_branching='1', dom_opt='1', f_clique_lb='73', f_clique_lb_c='2', f_deg2='73', f_deg2_heur='67', f_deg3='34', f_dom='66', f_lp='83', f_lp_lb='34', f_lp_lb_c='1', lb_opt='0', lb_opt_c='1', limit_kern_branch='488', limit_kern_start='356'
1573: constrained_branching='0', dom_opt='1', f_clique_lb='21', f_clique_lb_c='9', f_deg2='55', f_deg2_heur='48', f_deg3='61', f_dom='56', f_lp='59', f_lp_lb='39', f_lp_lb_c='20', lb_opt='1', lb_opt_c='0', limit_kern_branch='497', limit_kern_start='29'
1574: constrained_branching='0', dom_opt='0', f_clique_lb='13', f_clique_lb_c='5', f_deg2='65', f_deg2_heur='77', f_deg3='40', f_dom='48', f_lp='58', f_lp_lb='49', f_lp_lb_c='18', lb_opt='1', lb_opt_c='0', limit_kern_branch='102', limit_kern_start='335'
1575: constrained_branching='1', dom_opt='0', f_clique_lb='70', f_clique_lb_c='17', f_deg2='26', f_deg2_heur='6', f_deg3='95', f_dom='47', f_lp='27', f_lp_lb='76', f_lp_lb_c='12', lb_opt='0', lb_opt_c='1', limit_kern_branch='187', limit_kern_start='226'
1576: constrained_branching='1', dom_opt='1', f_clique_lb='19', f_clique_lb_c='9', f_deg2='57', f_deg2_heur='34', f_deg3='36', f_dom='82', f_lp='30', f_lp_lb='75', f_lp_lb_c='13', lb_opt='0', lb_opt_c='1', limit_kern_branch='475', limit_kern_start='191'
1577: constrained_branching='1', dom_opt='0', f_clique_lb='75', f_clique_lb_c='17', f_deg2='26', f_deg2_heur='6', f_deg3='78', f_dom='40', f_lp='41', f_lp_lb='76', f_lp_lb_c='16', lb_opt='1', lb_opt_c='1', limit_kern_branch='187', limit_kern_start='190'
1578: constrained_branching='1', dom_opt='0', f_clique_lb='94', f_clique_lb_c='15', f_deg2='4', f_deg2_heur='74', f_deg3='35', f_dom='68', f_lp='88', f_lp_lb='64', f_lp_lb_c='17', lb_opt='1', lb_opt_c='0', limit_kern_branch='27', limit_kern_start='344'
