file,time_in_seconds,solution_size,recursive_steps,finished,solution_size_verified
random/000028_000000000280.input,0.13s,22,23,1,correct
random/000030_000000000036.input,0.12s,5,6,1,correct
random/000030_000000000090.input,0.13s,21,22,1,correct
random/000030_000000000180.input,0.13s,27,28,1,correct
random/000030_000000000300.input,0.13s,25,26,1,correct
random/000035_000000000042.input,0.13s,6,7,1,correct
random/000035_000000000105.input,0.13s,26,27,1,correct
random/000035_000000000210.input,0.13s,26,27,1,correct
random/000035_000000000350.input,0.14s,34,35,1,correct
random/000040_000000000048.input,0.12s,7,8,1,correct
random/000040_000000000120.input,0.12s,1,4,1,>>INCORRECT<<
random/000040_000000000240.input,0.13s,1,4,1,>>INCORRECT<<
random/000040_000000000400.input,0.14s,2,5,1,>>INCORRECT<<
random/000045_000000000054.input,0.13s,6,7,1,correct
random/000045_000000000135.input,0.12s,2,5,1,>>INCORRECT<<
random/000045_000000000270.input,0.12s,2,5,1,>>INCORRECT<<
random/000045_000000000450.input,0.14s,1,4,1,>>INCORRECT<<
random/000050_000000000060.input,0.12s,9,10,1,correct
random/000050_000000000150.input,0.13s,2,5,1,>>INCORRECT<<
random/000050_000000000300.input,0.12s,1,4,1,>>INCORRECT<<
random/000050_000000000500.input,0.13s,1,4,1,>>INCORRECT<<
random/000055_000000000066.input,0.12s,8,9,1,correct
random/000055_000000000165.input,0.13s,39,40,1,correct
random/000055_000000000330.input,0.13s,1,4,1,>>INCORRECT<<
random/000055_000000000550.input,0.18s,49,50,1,correct
random/000060_000000000072.input,0.12s,10,11,1,correct
random/000060_000000000180.input,0.12s,2,5,1,>>INCORRECT<<
random/000060_000000000360.input,0.12s,1,4,1,>>INCORRECT<<
random/000060_000000000600.input,0.14s,1,4,1,>>INCORRECT<<
random/000065_000000000078.input,0.12s,11,12,1,correct
random/000065_000000000195.input,0.12s,4,7,1,>>INCORRECT<<
random/000065_000000000390.input,0.15s,1,4,1,>>INCORRECT<<
random/000065_000000000650.input,0.14s,2,5,1,>>INCORRECT<<
random/000070_000000000084.input,0.12s,12,13,1,correct
random/000070_000000000210.input,0.12s,7,10,1,>>INCORRECT<<
random/000070_000000000420.input,0.14s,3,6,1,>>INCORRECT<<
random/000070_000000000700.input,0.16s,1,4,1,>>INCORRECT<<
random/000075_000000000090.input,0.12s,13,14,1,correct
random/000075_000000000225.input,0.12s,1,7,1,>>INCORRECT<<
random/000075_000000000450.input,0.14s,11,14,1,>>INCORRECT<<
random/000075_000000000750.input,0.15s,4,7,1,>>INCORRECT<<
random/000080_000000000096.input,0.12s,13,14,1,correct
random/000080_000000000240.input,0.14s,9,12,1,>>INCORRECT<<
random/000080_000000000480.input,0.15s,6,9,1,>>INCORRECT<<
random/000080_000000000800.input,0.14s,6,9,1,>>INCORRECT<<
random/000085_000000000102.input,0.12s,16,17,1,correct
random/000085_000000000255.input,0.15s,12,15,1,>>INCORRECT<<
random/000085_000000000510.input,0.14s,10,13,1,>>INCORRECT<<
random/000085_000000000850.input,0.15s,4,7,1,>>INCORRECT<<
random/000090_000000000108.input,0.12s,1,4,1,>>INCORRECT<<
random/000090_000000000270.input,0.13s,2,7,1,>>INCORRECT<<
random/000090_000000000540.input,0.14s,7,10,1,>>INCORRECT<<
random/000090_000000000900.input,0.14s,10,13,1,>>INCORRECT<<
random/000095_000000000114.input,0.12s,1,4,1,>>INCORRECT<<
random/000095_000000000285.input,0.15s,1,7,1,>>INCORRECT<<
random/000095_000000000570.input,0.16s,11,14,1,>>INCORRECT<<
random/000095_000000000950.input,0.16s,6,9,1,>>INCORRECT<<
random/000100_000000000120.input,0.12s,2,5,1,>>INCORRECT<<
random/000100_000000000300.input,0.12s,6,11,1,>>INCORRECT<<
random/000100_000000000600.input,0.13s,1,7,1,>>INCORRECT<<
random/000100_000000001000.input,0.15s,9,12,1,>>INCORRECT<<
random/000200_000000000240.input,0.12s,8,11,1,>>INCORRECT<<
random/000200_000000000600.input,0.14s,1,16,1,>>INCORRECT<<
random/000200_000000001200.input,0.16s,11,16,1,>>INCORRECT<<
random/000200_000000002000.input,0.19s,2,7,1,>>INCORRECT<<
random/000300_000000000360.input,0.12s,14,17,1,>>INCORRECT<<
random/000300_000000000900.input,0.14s,5,16,1,>>INCORRECT<<
random/000300_000000001800.input,0.21s,26,31,1,>>INCORRECT<<
random/000300_000000003000.input,0.18s,9,14,1,>>INCORRECT<<
random/000400_000000000480.input,0.14s,1,7,1,>>INCORRECT<<
random/000400_000000001200.input,0.17s,7,20,1,>>INCORRECT<<
random/000400_000000002400.input,0.25s,53,58,1,>>INCORRECT<<
random/000400_000000004000.input,0.24s,11,16,1,>>INCORRECT<<
random/000500_000000000600.input,0.17s,4,9,1,>>INCORRECT<<
random/000500_000000001500.input,0.18s,24,37,1,>>INCORRECT<<
random/000500_000000003000.input,0.26s,18,25,1,>>INCORRECT<<
random/000500_000000005000.input,0.35s,30,35,1,>>INCORRECT<<
random/000600_000000000720.input,0.14s,8,13,1,>>INCORRECT<<
random/000600_000000001800.input,0.20s,1,28,1,>>INCORRECT<<
random/000600_000000003600.input,0.29s,26,33,1,>>INCORRECT<<
random/000600_000000006000.input,0.60s,59,64,1,>>INCORRECT<<
random/000700_000000000840.input,0.15s,9,14,1,>>INCORRECT<<
random/000700_000000002100.input,0.20s,2,55,1,>>INCORRECT<<
random/000700_000000004200.input,0.29s,5,14,1,>>INCORRECT<<
random/000700_000000007000.input,0.41s,1,10,1,>>INCORRECT<<
random/000800_000000000960.input,0.16s,21,26,1,>>INCORRECT<<
random/000800_000000002400.input,0.22s,3,67,1,>>INCORRECT<<
random/000800_000000004800.input,0.37s,8,17,1,>>INCORRECT<<
random/000800_000000008000.input,0.51s,7,14,1,>>INCORRECT<<
random/000900_000000001080.input,0.15s,2,10,1,>>INCORRECT<<
random/000900_000000002700.input,0.42s,10,780,1,>>INCORRECT<<
random/000900_000000005400.input,0.38s,1,16,1,>>INCORRECT<<
random/000900_000000009000.input,1.04s,9,16,1,>>INCORRECT<<
random/001000_000000001200.input,0.16s,23,28,1,>>INCORRECT<<
random/001000_000000003000.input,2.45s,4,9628,1,>>INCORRECT<<
random/001000_000000006000.input,0.44s,2,16,1,>>INCORRECT<<
random/001000_000000010000.input,0.75s,17,24,1,>>INCORRECT<<
dimacs/karate.graph.dimacs,0.12s,2,25,1,>>INCORRECT<<
dimacs/dolphins.graph.dimacs,0.12s,3,93,1,>>INCORRECT<<
dimacs/chesapeake.graph.dimacs,0.12s,3,105,1,>>INCORRECT<<
dimacs/adjnoun.graph.dimacs,0.13s,4,76,1,>>INCORRECT<<
dimacs/polbooks.graph.dimacs,0.13s,5,180,1,>>INCORRECT<<
dimacs/football.graph.dimacs,0.26s,5,10357,1,>>INCORRECT<<
dimacs/celegans_metabolic.graph.dimacs,0.15s,3,295,1,>>INCORRECT<<
dimacs/jazz.graph.dimacs,100.28s,17,4254832,1,>>INCORRECT<<
dimacs/netscience.graph.dimacs,1.55s,10,7449,1,>>INCORRECT<<
dimacs/email.graph.dimacs,0.24s,10,920,1,>>INCORRECT<<
dimacs/add20.graph.dimacs,0.42s,4,1045,1,>>INCORRECT<<
dimacs/power.graph.dimacs,0.58s,6,344,1,>>INCORRECT<<
dimacs/uk.graph.dimacs,2.08s,8,2959,1,>>INCORRECT<<
dimacs/add32.graph.dimacs,1.87s,7,2262,1,>>INCORRECT<<
dimacs/3elt.graph.dimacs,10.27s,16,,16073,1
dimacs/data.graph.dimacs,16.45s,11,50372,1,>>INCORRECT<<
dimacs/polblogs.graph.dimacs,0.21s,3,240,1,>>INCORRECT<<
dimacs/PGPgiantcompo.graph.dimacs,s,0,,0
dimacs/whitaker3.graph.dimacs,58.58s,12,,35709,1
dimacs/crack.graph.dimacs,14.14s,12,13143,1,>>INCORRECT<<
dimacs/fe_4elt2.graph.dimacs,64.14s,15,,42332,1
dimacs/as-22july06.graph.dimacs,0.90s,2,68,1,>>INCORRECT<<
dimacs/cs4.graph.dimacs,99.55s,10,,34038,1
dimacs/4elt.graph.dimacs,177.46s,10,,50348,1
dimacs/cond-mat.graph.dimacs,119.88s,8,45839,1,>>INCORRECT<<
dimacs/cti.graph.dimacs,46.03s,7,,15764,1
dimacs/memplus.graph.dimacs,18.64s,9,7577,1,>>INCORRECT<<
dimacs/fe_sphere.graph.dimacs,153.45s,10,45641,1,>>INCORRECT<<
dimacs/wing_nodal.graph.dimacs,s,0,,0
dimacs/t60k.graph.dimacs,125.94s,20,8027,1,>>INCORRECT<<
dimacs/astro-ph.graph.dimacs,s,0,,0
dimacs/wing.graph.dimacs,s,0,,0
dimacs/fe_pwt.graph.dimacs,s,0,,0
dimacs/vibrobox.graph.dimacs,s,0,,0
dimacs/fe_body.graph.dimacs,s,0,,0
dimacs/cond-mat-2005.graph.dimacs,s,0,,0
dimacs/bcsstk33.graph.dimacs,s,0,,0
dimacs/finan512.graph.dimacs,s,0,,0
dimacs/bcsstk29.graph.dimacs,s,0,,0
snap/as20000102.txt.dimacs,0.22s,2,29,1,>>INCORRECT<<
snap/email-Eu-core.txt.dimacs,0.95s,7,9231,1,>>INCORRECT<<
snap/ca-GrQc.txt.dimacs,s,0,,0
snap/p2p-Gnutella08.txt.dimacs,0.25s,3,31,1,>>INCORRECT<<
snap/ca-HepTh.txt.dimacs,s,0,,0
snap/p2p-Gnutella09.txt.dimacs,0.54s,1,68,1,>>INCORRECT<<
snap/p2p-Gnutella06.txt.dimacs,0.34s,6,42,1,>>INCORRECT<<
snap/p2p-Gnutella05.txt.dimacs,0.51s,2,26,1,>>INCORRECT<<
snap/p2p-Gnutella04.txt.dimacs,0.65s,3,30,1,>>INCORRECT<<
snap/p2p-Gnutella25.txt.dimacs,1.17s,5,27,1,>>INCORRECT<<
snap/facebook_combined.txt.dimacs,s,0,,0
snap/ca-CondMat.txt.dimacs,s,0,,0
snap/ca-HepPh.txt.dimacs,s,0,,0
snap/email-Enron.txt.dimacs,s,0,,0
snap/ca-AstroPh.txt.dimacs,s,0,,0
snap/soc-sign-Slashdot081106.txt.dimacs,18.77s,5,304,1,>>INCORRECT<<
snap/soc-sign-Slashdot090216.txt.dimacs,22.10s,3,401,1,>>INCORRECT<<
snap/soc-sign-Slashdot090221.txt.dimacs,23.76s,7,466,1,>>INCORRECT<<
snap/soc-Epinions1.txt.dimacs,127.43s,7,3852,1,>>INCORRECT<<
snap/soc-Slashdot0811.txt.dimacs,64.29s,6,1541,1,>>INCORRECT<<
snap/soc-sign-epinions.txt.dimacs,75.42s,7,1506,1,>>INCORRECT<<
snap/soc-Slashdot0902.txt.dimacs,105.08s,12,3026,1,>>INCORRECT<<
snap/loc-gowalla_edges.txt.dimacs,s,0,,0
snap/amazon0302.txt.dimacs,s,0,,0
snap/com-amazon.ungraph.txt.dimacs,s,0,,0
snap/com-dblp.ungraph.txt.dimacs,s,0,,0
